,brand,model,submodel,year,location,price,gearbox,operations,body,gas,color,insidecolor
1007,هیوندای,کوپه,اتوماتیک,1387,گرگان,,1,280000,دو لکه رنگ,بنزینی,سفید صدفی,داخل قرمز
1008,ام وی ام,X55 PRO,IE اسپرت,1401,سیرجان,800.0,1,30000,بدون رنگ,بنزینی,سفید,داخل مشکی
1009,پژو,206,تیپ 5,1393,تهران ,335.0,0,136000,صافکاری بدون رنگ,بنزینی,سفید,داخل مشکی
1010,پراید,131,SE,1396,تهران ,,0,67000,گلگیر تعویض,بنزینی,سفید,داخل خاکستری
1011,پژو,206 SD,V8,1397,کرج ,400.0,0,125000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
1012,رنو,تندر 90,E2,1395,گرگان,480.0,0,183000,بدون رنگ,بنزینی,سفید,داخل طوسی
1013,رنو,تندر 90,E2,1390,تبریز,,0,260000,چند لکه رنگ,بنزینی,سفید,داخل خاکستری
1014,دنا,پلاس,دنده ای ساده,1400,کاشمر,580.0,0,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
1015,تارا,دنده ای V1,دنده ای,1401,ساری,,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1016,برلیانس,H330,1.5 اتوماتیک,1396,محمود آباد,565.0,1,162000,یک لکه رنگ,بنزینی,مشکی,داخل کرم
1017,پژو,405,GLX دوگانه سوز,1396,اهواز ,290.0,0,100000,گلگیر تعویض,دوگانه سوز,خاکستری,داخل قهوه ای
1018,کیا,اپتیما,4 سیلندر GT لاین,1395,کرج ,2900.0,1,58700,بدون رنگ,بنزینی,سفید,داخل مارون
1019,پژو,پارس,ELX-XU7,1389,بانه,,0,160000,بدون رنگ,بنزینی,سفید,داخل مشکی
1020,پراید,131,SE,1398,تهران ,248.0,0,65000,بدون رنگ,بنزینی,سفید,داخل خاکستری
1021,پژو,پارس,XU7,1400,تهران ,,0,3000,بدون رنگ,بنزینی,سفید,داخل مشکی
1022,پژو,207,پانوراما دنده ای,1401,تهران ,629.0,0,10000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1023,ام وی ام,X22 PRO,اتوماتیک IE,1401,تهران ,870.0,1,0,بدون رنگ,بنزینی,آلبالویی,داخل مشکی
1024,دانگ فنگ,H30 کراس,اتوماتیک,1396,سنندج ,545.0,1,99800,بدون رنگ,بنزینی,خاکستری,داخل مشکی
1025,آلفارومئو,جولیتا,اتوماتیک,1394,تبریز,,1,100000,بدون رنگ,بنزینی,سفید,داخل مسی
1026,آریسان,دوگانه سوز,1.7 لیتر,1395,فیروزکوه,210.0,0,197000,بدون رنگ,دوگانه سوز,سفید,داخل مشکی
1027,پراید,صندوق دار,دنده ای,1377,تهران ,70.0,0,500000,دور رنگ,بنزینی,سفید,داخل طوسی
1028,تیبا,هاچ بک,EX,1400,همدان ,299.0,0,33000,بدون رنگ,بنزینی,سفید,داخل خاکستری
1029,سوزوکی,گراند ویتارا (مونتاژ),2.4 لیتر اتوماتیک,1389,بابل,990.0,1,120000,دو لکه رنگ,بنزینی,مسی,داخل مشکی
1030,رنو,تندر 90,پلاس اتوماتیک,1397,نوشهر,700.0,1,38000,بدون رنگ,بنزینی,سفید,داخل مشکی
1031,سوزوکی,گراند ویتارا (مونتاژ),2.4 لیتر دنده ای,1389,چالوس,,0,166000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1032,کی ام سی,K7,اتوماتیک,1401,تهران ,500.0,1,30,بدون رنگ,بنزینی,سفید,داخل مشکی
1033,تویوتا,C-HR هیبرید,اتوماتیک,1397,قزوین,3950.0,1,39000,بدون رنگ,هیبریدی,تیتانیوم,داخل مشکی
1034,پژو,207,پانوراما دنده ای,1401,اراک ,625.0,0,7000,بدون رنگ,بنزینی,سفید,داخل مشکی
1035,دنا,پلاس,دنده ای ساده,1401,اراک,620.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1036,ب ام و,X4,28,1396,تهران ,8700.0,1,56000,یک لکه رنگ,بنزینی,مشکی,داخل مارون
1037,هیوندای,آزرا (گرنجور),6 سیلندر,1387,شمیرانات,,1,230000,یک درب رنگ,بنزینی,مشکی,داخل کرم
1038,چری,آریزو 5T,TE,1399,کرج ,,1,50000,بدون رنگ,بنزینی,سفید,داخل مشکی
1039,هیوندای,سانتافه,4 سیلندر تک دیفرانسیل,1393,مهاباد,1800.0,1,145000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1040,رنو,مگان (مونتاژ),2000,1391,تهران ,675.0,1,199000,چند لکه رنگ,بنزینی,نقره ای,داخل کرم
1041,مزدا,3 نیو صندوق دار,2.0 لیتر تیپ 4,1398,کرج ,1950.0,1,30000,بدون رنگ,بنزینی,سفید,داخل مشکی
1042,سمند,LX,EF7 دوگانه سوز,1391,نیشابور,,0,200000,بدون رنگ,دوگانه سوز,سفید,داخل کرم
1043,پژو,206,تیپ 2,1400,تهران ,418.0,0,57000,بدون رنگ,بنزینی,گیلاسی,داخل مشکی
1044,دایون,Y5 پلاس,اتوماتیک,1402,تهران ,1640.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1045,جک,جی 5,1.8 لیتر اتوماتیک,1393,تهران ,,1,97000,دور رنگ,بنزینی,نوک مدادی,داخل مشکی
1046,رنو,ساندرو استپ وی,اتوماتیک,1395,تهران ,670.0,1,115000,بدون رنگ,بنزینی,سفید,داخل مشکی
1047,ام جی,GS,اتوماتیک,1395,اصفهان ,1320.0,1,123000,بدون رنگ,بنزینی,سفید,داخل مشکی
1048,جک,جی 5,1.5 لیتر دنده ای,1395,مشهد ,520.0,0,180000,بدون رنگ,بنزینی,سفید,داخل مشکی
1049,کوییک,دنده ای R,دنده ای,1401,آمل,315.0,0,30000,گلگیر رنگ,بنزینی,قرمز,داخل مشکی
1050,پژو,405,GLX دوگانه سوز,1385,رباط کریم,,0,400000,تصادفی,دوگانه سوز,نقره ای,داخل مشکی
1051,پژو,206,تیپ 2,1400,تهران ,440.0,0,20000,بدون رنگ,بنزینی,سفید,داخل طوسی
1052,سانگ یانگ,تیوولی,الیت,1395,اصفهان ,1410.0,1,118000,بدون رنگ,بنزینی,سرمه ای,داخل کرم
1053,هیوندای,i20,اتوماتیک,1394,اصفهان ,1120.0,1,163000,بدون رنگ,بنزینی,سفید,داخل مشکی
1054,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,تهران ,2050.0,1,95000,بدون رنگ,بنزینی,سفید,داخل مشکی
1055,پژو,پارس,XU7,1400,مشکین شهر,445.0,0,11000,بدون رنگ,بنزینی,سفید,داخل کرم
1056,پراید,صندوق دار,دنده ای,1388,تهران ,,0,400000,دور رنگ,دوگانه سوز,سفید,داخل مشکی
1057,فونیکس,تیگو 8 پرو,پرمیوم,1402,سنندج,2120.0,1,0,بدون رنگ,بنزینی,سفید,داخل مارون
1058,کوییک,R پلاس,اتوماتیک,1402,تهران ,425.0,1,0,بدون رنگ,بنزینی,مشکی,داخل قرمز
1059,ساینا,S,اتوماتیک,1402,تهران ,389.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1060,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1395,اصفهان ,2800.0,1,158000,بدون رنگ,بنزینی,سربی,داخل مشکی
1061,سمند,سورن,پلاس دوگانه سوز,1402,تهران ,575.0,0,0,بدون رنگ,دوگانه سوز,سفید,داخل مشکی
1062,فولکس,گل,دنده ای,1384,تهران ,250.0,0,129000,بدون رنگ,بنزینی,ذغالی,داخل طوسی
1063,پراید,صندوق دار,دنده ای,1388,قدس ,160.0,0,300000,گلگیر تعویض,دوگانه سوز,سفید,داخل مشکی
1064,پژو,207,پانوراما دنده ای,1402,تهران ,618.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1065,شاهین,G دنده ای,دنده ای,1402,تهران ,582.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1066,کیا,سراتو (مونتاژ),2.0 لیتر ساده,1394,اصفهان ,1150.0,1,160000,بدون رنگ,بنزینی,سفید,داخل خاکستری
1067,کوییک,دنده ای,دنده ای,1401,تهران ,318.0,0,11000,بدون رنگ,بنزینی,سفید,داخل خاکستری
1068,رانا,پلاس,دنده ای,1402,تهران ,448.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1069,ام وی ام,X22 PRO,دنده ای,1402,کرج ,800.0,0,3000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1070,کوییک,دنده ای R,دنده ای,1400,تهران ,,0,39000,بدون رنگ,بنزینی,نقره ای,داخل مشکی
1071,دنا,پلاس,اتوماتیک توربو,1402,تهران ,765.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1072,نیسان,ایکس تریل,اتوماتیک,1396,اصفهان ,3100.0,1,80000,یک لکه رنگ,بنزینی,زیتونی,داخل مشکی
